ï»¿datasetId,contigId,Average fold,Length,Reference GC,Covered percent,Covered bases,Plus reads,Minus reads,Median fold,Read GC,Complete Lineage,IMG scaffold_oid,Kingdom,Phylum,Class,Order,Family,Genus,Species
0.1.29.4.7.1,scaffold17622,637,229,0.4803,100,229,500,569,636,0.4917,0.1.29.4.7.1.4,Ga0066474_117622,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold17624,2.2,229,0.4716,100,229,1,3,2,0.4816,0.1.29.4.7.1.4,Ga0066474_117624,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold17807,2.3,227,0.4846,100,227,2,2,2,0.4717,0.1.29.4.7.1.4,Ga0066474_117807,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold18612,3.3,221,0.4389,100,221,3,3,4,0.4321,0.1.29.4.7.1.4,Ga0066474_118612,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold18616,613.9,221,0.4525,100,221,533,512,628,0.4534,0.1.29.4.7.1.4,Ga0066474_118616,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold18720,995.8,220,0.6364,100,220,773,923,1024,0.6431,0.1.29.4.7.1.4,Ga0066474_118720,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold19461,2.3,214,0.486,100,214,2,2,2,0.4593,0.1.29.4.7.1.4,Ga0066474_119461,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold19626,3.4,213,0.3662,100,213,3,2,4,0.3707,0.1.29.4.7.1.4,Ga0066474_119626,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold19733,3.1,212,0.4575,100,212,3,2,3,0.4495,0.1.29.4.7.1.4,Ga0066474_119733,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold19737,590.1,212,0.4575,100,212,456,485,595,0.4534,0.1.29.4.7.1.4,Ga0066474_119737,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold19855,5.3,211,0.3934,100,211,6,2,5,0.3925,0.1.29.4.7.1.4,Ga0066474_119855,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold19879,580,211,0.4028,100,211,469,434,587,0.4046,0.1.29.4.7.1.4,Ga0066474_119879,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold20457,547.1,206,0.466,100,206,436,408,560,0.4809,0.1.29.4.7.1.4,Ga0066474_120457,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1,scaffold20485,4.4,206,0.4369,100,206,4,3,5,0.4528,0.1.29.4.7.1.4,Ga0066474_120485,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus,
0.1.29.4.7.1.6,scaffold01323,750,2550,0.558,100,2550,6553,6512,760,0.5568,0.1.29.4.7.1.6,Ga0066474_101323,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold01480,845,2323,0.5183,100,2323,6638,6669,868,0.5146,0.1.29.4.7.1.6,Ga0066474_101480,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold01647,935.6,2122,0.4072,100,2122,6712,6744,960,0.4056,0.1.29.4.7.1.6,Ga0066474_101647,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold01847,807.3,1915,0.4674,100,1915,5264,5251,826,0.4649,0.1.29.4.7.1.6,Ga0066474_101847,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold01853,5.2,1910,0.5267,100,1910,33,34,5,0.5214,0.1.29.4.7.1.6,Ga0066474_101853,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold01876,4.3,1891,0.4892,100,1891,27,27,4,0.4815,0.1.29.4.7.1.6,Ga0066474_101876,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02032,884.6,1767,0.4352,100,1767,5368,5311,901,0.4333,0.1.29.4.7.1.6,Ga0066474_102032,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02292,4.6,1578,0.4366,100,1578,25,24,4,0.4323,0.1.29.4.7.1.6,Ga0066474_102292,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02441,863.9,1478,0.4513,100,1478,4330,4387,890,0.4496,0.1.29.4.7.1.6,Ga0066474_102441,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02459,3.9,1466,0.457,100,1466,21,17,4,0.4523,0.1.29.4.7.1.6,Ga0066474_102459,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02476,878.3,1456,0.4821,100,1456,4310,4395,897,0.4772,0.1.29.4.7.1.6,Ga0066474_102476,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02516,709.6,1428,0.5287,100,1428,3503,3456,722,0.5267,0.1.29.4.7.1.6,Ga0066474_102516,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02534,844.7,1416,0.4343,100,1416,4049,4093,883,0.4325,0.1.29.4.7.1.6,Ga0066474_102534,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02588,837.7,1383,0.5228,100,1383,3944,3959,881,0.5216,0.1.29.4.7.1.6,Ga0066474_102588,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02639,784,1349,0.5182,100,1349,3610,3604,797,0.5112,0.1.29.4.7.1.6,Ga0066474_102639,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02881,796.6,1219,0.5152,100,1219,3318,3308,819,0.5121,0.1.29.4.7.1.6,Ga0066474_102881,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02971,4.6,1178,0.4941,100,1178,19,18,4,0.4766,0.1.29.4.7.1.6,Ga0066474_102971,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold02976,894.3,1176,0.4736,100,1176,3589,3585,940,0.4736,0.1.29.4.7.1.6,Ga0066474_102976,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold03115,775.4,1111,0.5347,100,1111,2997,2960,780,0.53,0.1.29.4.7.1.6,Ga0066474_103115,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold03563,835.6,957,0.4765,100,957,2724,2754,897,0.4743,0.1.29.4.7.1.6,Ga0066474_103563,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold03592,743.4,946,0.4006,100,946,2425,2367,795,0.4021,0.1.29.4.7.1.6,Ga0066474_103592,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold03614,4.9,941,0.5186,100,941,15,16,5,0.5129,0.1.29.4.7.1.6,Ga0066474_103614,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold03642,4.9,931,0.4275,100,931,15,16,4,0.4317,0.1.29.4.7.1.6,Ga0066474_103642,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold03808,802.8,884,0.5373,100,884,2420,2502,826,0.5349,0.1.29.4.7.1.6,Ga0066474_103808,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold03840,777.9,876,0.4897,100,876,2366,2353,825,0.4941,0.1.29.4.7.1.6,Ga0066474_103840,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold03926,4.9,853,0.442,100,853,15,14,4,0.432,0.1.29.4.7.1.6,Ga0066474_103926,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold03938,4.9,851,0.423,100,851,14,14,4,0.4138,0.1.29.4.7.1.6,Ga0066474_103938,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold03967,3.6,843,0.4377,100,843,10,10,3,0.4147,0.1.29.4.7.1.6,Ga0066474_103967,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold04116,6.2,804,0.4216,100,804,17,17,7,0.4238,0.1.29.4.7.1.6,Ga0066474_104116,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold04205,851.5,783,0.4738,100,783,2251,2336,906,0.4762,0.1.29.4.7.1.6,Ga0066474_104205,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold04336,807.3,754,0.5093,100,754,2109,2090,879,0.5048,0.1.29.4.7.1.6,Ga0066474_104336,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold04502,689.1,716,0.5223,100,716,1705,1765,727,0.5193,0.1.29.4.7.1.6,Ga0066474_104502,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold04661,6.5,684,0.364,100,684,15,15,6,0.3669,0.1.29.4.7.1.6,Ga0066474_104661,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold04851,799.8,654,0.5138,100,654,1801,1813,877,0.5139,0.1.29.4.7.1.6,Ga0066474_104851,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold04852,6.9,654,0.5138,100,654,14,17,7,0.5176,0.1.29.4.7.1.6,Ga0066474_104852,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold05066,753.1,621,0.4911,100,621,1567,1666,816,0.4936,0.1.29.4.7.1.6,Ga0066474_105066,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold05471,760.2,568,0.4331,100,568,1473,1505,864,0.4369,0.1.29.4.7.1.6,Ga0066474_105471,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold05646,836.4,549,0.4372,100,549,1628,1660,900,0.4349,0.1.29.4.7.1.6,Ga0066474_105646,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold05747,5.9,538,0.4349,100,538,11,11,5,0.448,0.1.29.4.7.1.6,Ga0066474_105747,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold05984,775.6,518,0.4865,100,518,1415,1374,898,0.4945,0.1.29.4.7.1.6,Ga0066474_105984,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold06082,7.1,510,0.4902,100,510,12,14,8,0.5047,0.1.29.4.7.1.6,Ga0066474_106082,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold06273,637,495,0.6121,100,495,1118,1168,684,0.6149,0.1.29.4.7.1.6,Ga0066474_106273,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold06277,3.1,495,0.604,100,495,6,5,3,0.6034,0.1.29.4.7.1.6,Ga0066474_106277,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold06278,4.4,494,0.4291,100,494,8,8,4,0.4253,0.1.29.4.7.1.6,Ga0066474_106278,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold06307,4.1,492,0.5691,100,492,9,5,4,0.5674,0.1.29.4.7.1.6,Ga0066474_106307,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold06339,717.4,489,0.5562,100,489,1242,1213,831,0.5694,0.1.29.4.7.1.6,Ga0066474_106339,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold06529,788.2,476,0.4769,100,476,1281,1334,907,0.4815,0.1.29.4.7.1.6,Ga0066474_106529,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold06589,771.3,472,0.4322,100,472,1212,1336,877,0.4268,0.1.29.4.7.1.6,Ga0066474_106589,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold06688,3.2,466,0.5665,100,466,5,6,3,0.5626,0.1.29.4.7.1.6,Ga0066474_106688,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold06816,4.7,457,0.4661,100,457,9,7,5,0.4702,0.1.29.4.7.1.6,Ga0066474_106816,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold06933,3.6,449,0.5367,100,449,5,6,3,0.5429,0.1.29.4.7.1.6,Ga0066474_106933,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold07019,616,445,0.6112,100,445,947,944,212,0.6089,0.1.29.4.7.1.6,Ga0066474_107019,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold07035,767.6,444,0.518,100,444,1205,1182,861,0.5103,0.1.29.4.7.1.6,Ga0066474_107035,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold07325,776.7,426,0.4272,100,426,1138,1173,896,0.4315,0.1.29.4.7.1.6,Ga0066474_107325,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold07358,704.4,425,0.5435,100,425,1118,1042,781,0.545,0.1.29.4.7.1.6,Ga0066474_107358,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold07543,773.4,415,0.5012,100,415,1117,1141,901,0.5055,0.1.29.4.7.1.6,Ga0066474_107543,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold07545,6.1,415,0.412,100,415,9,9,7,0.4173,0.1.29.4.7.1.6,Ga0066474_107545,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold07602,609.3,412,0.5388,100,412,878,916,693,0.5391,0.1.29.4.7.1.6,Ga0066474_107602,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold07603,5.5,412,0.5364,100,412,6,10,5,0.5408,0.1.29.4.7.1.6,Ga0066474_107603,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold07738,708,405,0.5333,100,405,1068,1038,771,0.5352,0.1.29.4.7.1.6,Ga0066474_107738,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold07741,744,405,0.4914,100,405,1084,1041,870,0.4807,0.1.29.4.7.1.6,Ga0066474_107741,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold07742,3.7,405,0.5284,100,405,5,6,4,0.5256,0.1.29.4.7.1.6,Ga0066474_107742,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08027,664.4,393,0.5318,100,393,905,941,751,0.5263,0.1.29.4.7.1.6,Ga0066474_108027,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08119,4.1,390,0.4462,100,390,6,5,3,0.4309,0.1.29.4.7.1.6,Ga0066474_108119,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08120,827.5,390,0.441,100,390,1133,1149,941,0.4449,0.1.29.4.7.1.6,Ga0066474_108120,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08178,5.3,388,0.4742,96.9072,376,7,8,5,0.4804,0.1.29.4.7.1.6,Ga0066474_108178,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08179,786.8,388,0.482,100,388,1126,1101,891,0.4809,0.1.29.4.7.1.6,Ga0066474_108179,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08326,4.9,382,0.4581,100,382,7,6,5,0.4682,0.1.29.4.7.1.6,Ga0066474_108326,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08387,402.5,380,0.5026,100,380,511,553,416,0.4923,0.1.29.4.7.1.6,Ga0066474_108387,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08431,727.7,379,0.4881,100,379,937,1051,827,0.4779,0.1.29.4.7.1.6,Ga0066474_108431,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08451,3.5,378,0.5476,100,378,5,4,3,0.5528,0.1.29.4.7.1.6,Ga0066474_108451,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08452,732.3,378,0.545,100,378,995,1025,822,0.5521,0.1.29.4.7.1.6,Ga0066474_108452,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08479,2.7,377,0.4934,100,377,2,5,3,0.4786,0.1.29.4.7.1.6,Ga0066474_108479,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08747,4.1,369,0.5014,100,369,2,8,4,0.513,0.1.29.4.7.1.6,Ga0066474_108747,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08815,6.9,367,0.4959,100,367,11,7,7,0.5019,0.1.29.4.7.1.6,Ga0066474_108815,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08816,612.2,367,0.5068,100,367,828,762,698,0.5157,0.1.29.4.7.1.6,Ga0066474_108816,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08948,2.1,362,0.4503,100,362,3,3,2,0.4689,0.1.29.4.7.1.6,Ga0066474_108948,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08949,576.8,362,0.4475,100,362,776,735,651,0.4509,0.1.29.4.7.1.6,Ga0066474_108949,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08951,521,362,0.4448,100,362,672,695,593,0.4509,0.1.29.4.7.1.6,Ga0066474_108951,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold08954,735.6,362,0.5055,100,362,977,901,812,0.4966,0.1.29.4.7.1.6,Ga0066474_108954,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold09101,11.7,357,0.451,100,357,21,9,8,0.464,0.1.29.4.7.1.6,Ga0066474_109101,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold09435,2.9,347,0.6052,100,347,4,3,3,0.6029,0.1.29.4.7.1.6,Ga0066474_109435,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold09759,726,339,0.4956,100,339,868,935,818,0.5163,0.1.29.4.7.1.6,Ga0066474_109759,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold09764,7,339,0.4838,100,339,7,11,7,0.5045,0.1.29.4.7.1.6,Ga0066474_109764,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold09872,602.2,336,0.4911,100,336,722,718,670,0.4995,0.1.29.4.7.1.6,Ga0066474_109872,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10010,4.6,333,0.5255,100,333,5,6,4,0.5228,0.1.29.4.7.1.6,Ga0066474_110010,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10014,818.1,333,0.5405,100,333,1029,972,914,0.5422,0.1.29.4.7.1.6,Ga0066474_110014,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10089,3.8,331,0.4199,100,331,5,4,4,0.4099,0.1.29.4.7.1.6,Ga0066474_110089,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10093,715.5,331,0.4713,100,331,840,850,799,0.4781,0.1.29.4.7.1.6,Ga0066474_110093,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10147,3.6,329,0.6596,100,329,4,4,3,0.6689,0.1.29.4.7.1.6,Ga0066474_110147,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10229,622.9,328,0.5183,100,328,765,733,698,0.5278,0.1.29.4.7.1.6,Ga0066474_110229,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10299,605.3,326,0.5307,100,326,691,718,659,0.526,0.1.29.4.7.1.6,Ga0066474_110299,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10300,6.9,326,0.5399,100,326,7,10,7,0.549,0.1.29.4.7.1.6,Ga0066474_110300,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10752,4.5,316,0.4462,100,316,4,6,5,0.4487,0.1.29.4.7.1.6,Ga0066474_110752,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10770,611.8,316,0.5348,100,316,699,688,662,0.5321,0.1.29.4.7.1.6,Ga0066474_110770,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10771,4.6,316,0.5506,100,316,7,3,5,0.5334,0.1.29.4.7.1.6,Ga0066474_110771,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10879,2.7,314,0.6051,100,314,2,4,3,0.61,0.1.29.4.7.1.6,Ga0066474_110879,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold10959,2.6,312,0.6731,100,312,3,3,2,0.6778,0.1.29.4.7.1.6,Ga0066474_110959,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
0.1.29.4.7.1.6,scaffold11155,624.8,308,0.4968,100,308,699,718,688,0.5043,0.1.29.4.7.1.6,Ga0066474_111155,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,
